condition,id,unit,yaw10,pitch10,roll10,all_three_10,reaches_kleinberg_floor_8pct
persp_0.5m,margin_reflex_distance_1_l,mm,0.011099954895304753,0.004235903745894539,0.015192246987791792,0.013928530377254649,False
persp_0.5m,margin_reflex_distance_2_l,mm,0.011099954895304746,0.007934731701034066,0.015192246987792453,0.018160584086181368,False
persp_0.5m,medial_canthal_angle_l,deg,0.42354103283177125,0.3503124555640085,0.05166115656227532,1.1019090059004313,False
persp_0.5m,brow_apex_lateral_offset_r,ratio,0.0993935760515731,0.013732084635470666,0.00612843385918563,0.10788673106950528,True
persp_0.5m,margin_reflex_distance_1_r,mm,0.010906381595205194,0.0041658494081445625,0.01519224698779195,0.031606152753869535,False
persp_0.5m,margin_reflex_distance_2_r,mm,0.010906381595205033,0.00800425679862374,0.01519224698779195,0.03584150550766099,False
persp_0.5m,medial_canthal_angle_r,deg,1.5554279892625829,0.36248698564778437,0.055274614479777995,0.74646163117783,False
persp_0.5m,upper_vermilion_height,mm,0.0009007499515906902,0.10186846578643609,0.00029740518448414887,0.11736747640176869,False
persp_0.5m,lower_vermilion_height,mm,0.0010017021791305372,0.1055699765162638,0.0002974051844774595,0.12144102533145829,False
persp_0.5m,cupids_bow_peak_height_l,mm,0.07350127125968184,0.15067309045591437,0.01643282382867286,0.09195984154836373,False
persp_0.5m,cupids_bow_peak_height_r,mm,0.06707080325733569,0.15067309045591437,0.01643282382868043,0.20757473800516496,False
persp_0.5m,commissure_height_l,ratio,1.187212712119593,2.886876266892662,0.032835749334842596,2.3193505815880444,True
persp_0.5m,commissure_height_r,ratio,0.46963875175662,1.169542293486829,0.022489251044930755,1.6887101116627101,True
persp_0.5m,upper_lip_projection,mm,0.006265825841687626,0.03097844495751283,0.013399739663672479,0.019301803201924792,False
persp_0.5m,nasal_dorsal_deviation,deg,7.9963303862930815,0.0,0.5708926426855072,3.8401923336666783,False
persp_0.5m,alar_base_intercanthal_ratio,ratio,0.0007734833810161515,0.017754516558892566,0.0,0.02041619879453262,False
persp_0.5m,nasal_tip_rotation,deg,0.6388403269977943,10.000000000000021,0.258064809496787,10.93303512235795,False
persp_0.5m,midface_projection,mm,0.0003874498365066259,1.2741415350730367,0.0612239771232268,1.404425640638891,False
persp_0.5m,chin_height,mm,0.002182690006342293,2.6244494760629696e-16,0.042475264232995934,0.04016437071883821,False
persp_0.5m,labiomental_sulcus_depth,mm,0.010733725677634486,0.08669443779182076,0.02985129097881391,0.07168589626451989,False
persp_0.5m,ramus_body_ratio_l,ratio,0.14052935908120617,0.007743967151165593,0.06647701361052413,0.24027193152068194,True
persp_0.5m,ramus_body_ratio_r,ratio,0.2047393885763262,0.017546661264689994,0.06405533816990841,0.22545765291451714,True
