id,axis,apriori,apriori_source,measured_ortho,measured_persp_1.0m,measured_persp_0.5m,measured_ortho_asym,measured_3d_frame_dependence,worst_measured,worst_over_apriori,disagrees,direction
upper_face_height,roll,0.0,"cos(pitch), first order",0.0,5.045546698114916e-06,1.0262190998969388e-05,0.0,0.0,1.0262190998969388e-05,inf,True,a-priori too optimistic
upper_vermilion_height,yaw,0.0,"cos(pitch), first order",9.418592507961509e-05,9.04551206625466e-05,9.007499515906902e-05,9.418592507961509e-05,2.1541490816575235e-17,9.418592507961509e-05,inf,True,a-priori too optimistic
upper_vermilion_height,roll,0.0,"cos(pitch), first order",8.881784197001253e-17,1.4063355850837692e-05,2.9740518448414885e-05,8.881784197001253e-17,8.616596326630094e-17,2.9740518448414885e-05,inf,True,a-priori too optimistic
commissure_height_l,pitch,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.19535489683239865,1.1887351880137467,0.29226848103283387,0.18466293103912376,0.19535419987529615,1.1887351880137467,118.87351880137466,True,a-priori too optimistic
eye_aspect_ratio_l,yaw,0.0001519224698779198,cosine cancels between same-plane terms,0.0061470742063298835,0.0067058396666372574,0.007254045261119195,0.005291891647992535,2.4179140174764833e-17,0.007254045261119195,47.74833681250917,True,a-priori too optimistic
eye_aspect_ratio_r,yaw,0.0001519224698779198,cosine cancels between same-plane terms,0.006125226397342898,0.006681703847000994,0.0072275452540803324,0.00429694818209154,1.5556637424955673e-17,0.0072275452540803324,47.57390568944913,True,a-priori too optimistic
cupids_bow_peak_height_l,pitch,0.001519224698779198,"cos(pitch), first order",0.023153090355590676,0.02004883941767647,0.017117851749000757,0.06835090511721162,0.023153090355590676,0.06835090511721162,44.990648962024046,True,a-priori too optimistic
chin_projection,pitch,0.01,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.19101299543362335,0.19101299543362335,0.19101299543362335,0.19101299543362335,0.19101299543362335,0.19101299543362335,19.101299543362334,True,a-priori too optimistic
cupids_bow_peak_height_r,pitch,0.001519224698779198,"cos(pitch), first order",0.023153090355590676,0.02004883941767647,0.017117851749000757,0.027902777065168038,0.023153090355590676,0.027902777065168038,18.36645829125201,True,a-priori too optimistic
commissure_height_l,yaw,0.019,"Kleinberg & Vanezis 2007, AB/BB' index at 10 deg",0.0015422876596835504,0.23700691307370256,0.11578221667268637,0.0015469197311359986,0.0,0.23700691307370256,12.47404805651066,True,a-priori too optimistic
canthal_tilt_asymmetry,pitch,0.01,"measured against the interpupillary axis, so roll cancels exactly; residual is landmark noise in the pupils (evals/ pose sweep)",0.0018282845158945405,0.0018772919325042215,0.001928831671402731,0.09877332695463222,0.0018282845158945405,0.09877332695463222,9.877332695463222,True,a-priori too optimistic
