face_id,n_conditions,six_roll_intercept,six_roll_slope,six_roll_residual_mae,six_yaw_range_over_sweep,six_pitch_range_over_sweep,mediapipe_roll_slope
115,7,1.2665053597012792,-1.0112584461454674,0.11197117660530734,2.8730088308437916,1.2856140640729423,1.001897231170109
117,7,1.508937832140919,-1.0167617719704787,0.1286644464320252,2.0590799468891134,2.338795083143059,1.0116918785231452
118,7,-1.0057440441319905,-0.9990211621125469,0.18551388813714298,0.3008319467335092,1.5823162009578269,0.9990260226385933
119,7,-0.19422911368634266,-1.0223693161149725,0.12971782016000394,1.4975390392059826,0.8949073933109379,1.0118133476802282
120,7,-0.26921601111023546,-0.9990963734723985,0.12044989923151705,4.090085001504484,0.619006384099916,0.9966010127748761
121,7,1.2366462729870904,-0.965569293747013,0.16227016633320976,3.386208114180805,0.8266441348683031,0.983795302254813
122,7,0.13824940732872384,-0.9601392857338737,0.23967795254351185,3.2473641354544913,0.8608093814269417,0.9968034608023506
123,7,-1.5665929377829202,-1.016296476005442,0.19629163044023873,1.5257552977192457,1.1704385050897215,0.9999559095927647
124,7,0.8889195280727417,-0.9977423098137848,0.18220709648155875,3.9494083309454253,1.4545429983807523,1.0023240940911429
125,7,-0.3844164476853713,-0.9520988297316173,0.2971404973803787,0.9375708826308465,1.7503783415712801,1.0040585245404925
126,7,-0.515959144763416,-0.9731703780111634,0.14575580564526128,1.811156833261491,1.153123668718835,0.9870521886008127
127,7,-2.0626243881815265,-0.9716779908250903,0.20530494495964496,2.5380660656215923,2.2558279215212673,0.9980734314237323
128,7,-0.35413527186045596,-0.9771785891482204,0.20483737865366777,1.2697718671799212,1.3792397358945383,0.9954984698976789
129,7,-3.605771420977908,-1.0003251260286796,0.06461036611720826,2.0740928094065074,1.4543970564480961,0.9986592301300592
130,7,1.3374714520645339,-1.0014511650415292,0.16649978275668015,1.8080542465114395,1.5000282162716294,1.0005699276924132
131,7,0.05507491783025975,-0.9854146020041512,0.3089214716336888,2.574161907837817,1.056148736264487,1.0073664086205618
132,7,1.5233263116956604,-0.9972374627845856,0.08862901600675821,1.74620173425467,1.615753392039624,1.000606335912432
134,7,1.099916679941676,-0.9676175866755227,0.18838824779688804,0.5103513612573826,1.547684420462365,1.0005701303482055
135,7,-0.14900067488968158,-1.0063611181823953,0.2423255470914217,1.9264049096437907,1.3486750662455549,1.0019029889787947
136,7,1.8548524577370555,-0.989724634321925,0.24955770574425395,3.687060338038412,1.3495595757430712,1.003903819833483
137,7,-0.03018673187966078,-0.9572978050714848,0.10274709542895902,1.5933823080324379,2.075887014724105,1.0006612368992396
138,7,-1.315907538621577,-0.9921113615992125,0.2690347045445753,1.448211679824415,0.812334675113715,1.0035090804100038
139,7,-3.0706406746432267,-0.9707270318197666,0.2793765692653329,4.718482935733807,2.4889401434596863,1.0048618282590593
140,7,1.7166898208723682,-0.9614297600263957,0.13674937576487514,5.745477649856328,1.0276933144085678,0.9998677372932434
141,7,0.2627195292797339,-1.0135928127047076,0.2711077823913556,0.651695029137362,0.8188213804736701,1.0041382176535472
142,7,-1.3705088178985998,-1.0006045829136516,0.1967498803769005,1.598413262624468,0.9210989276221153,0.9880447268486023
143,7,1.5918470286305157,-0.9541204696764058,0.24907014436440006,0.7256794247835285,1.8576193551730618,1.0089060289519176
144,7,-3.019295550839387,-0.9789103012841044,0.15572755949036762,2.8509458257207694,1.7705545069360862,1.0026719995907374
172,7,-1.7563473932973417,-0.9529669315291677,0.16680359549510568,2.357537389029838,1.7415720932970182,1.0005612254142762
173,7,-0.026958990107771624,-0.9857048819946852,0.23791216378582256,1.119986992620305,1.3254056522799527,1.005208270890372
