id,distance_m,value,deviation
nose_mouth_width_ratio,0.4,0.6470289049100231,-0.010309278350515745
nose_mouth_width_ratio,0.5,0.6484100287678402,-0.008196721311475292
nose_mouth_width_ratio,0.7,0.6499678080028194,-0.005813953488372273
nose_mouth_width_ratio,1.0,0.651121952132379,-0.00404858299595168
nose_mouth_width_ratio,1.5,0.6520113463540828,-0.0026881720430109056
nose_mouth_width_ratio,2.0,0.652453359176539,-0.0020120724346079457
nose_mouth_width_ratio,3.0,0.6528935968470982,-0.0013386880856758982
eye_spacing_ratio,0.3,0.9095933675483616,-0.033557046979865765
eye_spacing_ratio,0.4,0.9175288205734555,-0.025125628140703488
eye_spacing_ratio,0.5,0.922277344672809,-0.02008032128514045
eye_spacing_ratio,0.7,0.927692566998146,-0.014326647564469913
eye_spacing_ratio,1.0,0.9317458446304372,-0.01002004008016047
eye_spacing_ratio,1.5,0.934893583601665,-0.0066755674232309575
eye_spacing_ratio,2.0,0.9364658776423483,-0.005005005005004871
eye_spacing_ratio,3.0,0.9380371227877408,-0.003335557038025426
facial_thirds_ratio,0.3,1.141840841108768,0.07751177963785148
facial_thirds_ratio,0.4,1.1196848852571317,0.05660404665109618
facial_thirds_ratio,0.5,1.1069424283730869,0.0445794746619271
facial_thirds_ratio,0.7,1.092856204718245,0.031286841072146805
facial_thirds_ratio,1.0,1.0826100117067854,0.021617898371191897
facial_thirds_ratio,1.5,1.0748219427248211,0.014268593838915754
facial_thirds_ratio,2.0,1.0709857174853632,0.010648493965061094
facial_thirds_ratio,3.0,1.0671872702571243,0.007064043763765272
lip_vermilion_ratio,0.3,0.5054744525547421,0.010948905109484208
lip_vermilion_ratio,0.4,0.5040106951871643,0.008021390374328696
lip_vermilion_ratio,0.5,0.5031645569620234,0.006329113924046892
lip_vermilion_ratio,0.7,0.5022255192878319,0.004451038575663757
lip_vermilion_ratio,1.0,0.501540041067762,0.0030800821355239094
lip_vermilion_ratio,1.5,0.5010176390773409,0.002035278154681741
lip_vermilion_ratio,2.0,0.500759878419452,0.0015197568389040406
lip_vermilion_ratio,3.0,0.5005043712172157,0.0010087424344313867
facial_width_height_ratio,0.3,1.4034654613246602,-0.14398560514949804
facial_width_height_ratio,0.4,1.4594446798238268,-0.10984225202234682
facial_width_height_ratio,0.5,1.493962929448416,-0.08878856785415762
facial_width_height_ratio,0.7,1.534302291118368,-0.06418441818312313
facial_width_height_ratio,1.0,1.5652001277210474,-0.04533892919141789
facial_width_height_ratio,1.5,1.5896241494806,-0.03044200811821559
facial_width_height_ratio,2.0,1.6019675367003081,-0.02291341733172698
facial_width_height_ratio,3.0,1.6143997965634227,-0.015330620535784755
jaw_cheekbone_ratio,0.3,0.8146081992734822,-0.018292682926829167
jaw_cheekbone_ratio,0.4,0.8181547027241995,-0.014018691588785135
jaw_cheekbone_ratio,0.5,0.820357833655706,-0.0113636363636363
jaw_cheekbone_ratio,0.7,0.8229483282674772,-0.008241758241758202
jaw_cheekbone_ratio,1.0,0.8249441178905539,-0.0058365758754863155
jaw_cheekbone_ratio,1.5,0.8265289072073074,-0.003926701570680763
jaw_cheekbone_ratio,2.0,0.8273322422258592,-0.002958579881656814
jaw_cheekbone_ratio,3.0,0.828143005705613,-0.001981505944517705
ocular_height_asymmetry,0.3,0.325214724254833,5.551115123125783e-17
ocular_height_asymmetry,0.4,0.32521472425483283,-1.1102230246251565e-16
ocular_height_asymmetry,0.5,0.3252147242548329,-5.551115123125783e-17
ocular_height_asymmetry,0.7,0.3252147242548329,-5.551115123125783e-17
ocular_height_asymmetry,1.0,0.32521472425483294,0.0
ocular_height_asymmetry,1.5,0.3252147242548329,-5.551115123125783e-17
ocular_height_asymmetry,2.0,0.32521472425483294,0.0
ocular_height_asymmetry,3.0,0.32521472425483283,-1.1102230246251565e-16
mouth_corner_asymmetry,0.3,0.8814039965821274,-7.216449660063518e-15
mouth_corner_asymmetry,0.4,0.8814039965821477,1.3100631690576847e-14
mouth_corner_asymmetry,0.5,0.8814039965821492,1.454392162258955e-14
