view,id,tolerance_deg,n,frac_within_tolerance,frac_within_tolerance_pose_gated
neutral_right_profile,interpupillary_distance,8.0,14,0.0,0.0
neutral_right_profile,intercanthal_width,8.0,14,0.0,0.0
neutral_right_profile,biocular_width,8.0,14,0.0,0.0
neutral_right_profile,nose_breadth,8.0,14,0.0,0.0
neutral_right_profile,mouth_width,8.0,14,0.0,0.0
neutral_right_profile,philtrum_width,8.0,14,0.0,0.0
neutral_right_profile,bizygomatic_width,5.0,14,0.0,0.0
neutral_right_profile,bigonial_width,5.0,14,0.0,0.0
neutral_right_profile,nose_height,6.0,14,0.0,0.0
neutral_right_profile,face_height_sellion_menton,6.0,14,0.0,0.0
neutral_right_profile,philtrum_length,6.0,14,0.0,0.0
neutral_right_profile,upper_face_height,6.0,14,0.0,0.0
neutral_right_profile,middle_third_height,6.0,14,0.0,0.0
neutral_right_profile,lower_third_height,6.0,14,0.0,0.0
neutral_right_profile,palpebral_fissure_width_l,6.0,14,0.0,0.0
neutral_right_profile,palpebral_fissure_height_l,6.0,14,0.0,0.0
neutral_right_profile,canthal_tilt_l,3.0,14,0.0,0.0
neutral_right_profile,eye_aspect_ratio_l,8.0,14,0.0,0.0
neutral_right_profile,palpebral_fissure_width_r,6.0,14,0.0,0.0
neutral_right_profile,palpebral_fissure_height_r,6.0,14,0.0,0.0
neutral_right_profile,canthal_tilt_r,3.0,14,0.0,0.0
neutral_right_profile,eye_aspect_ratio_r,8.0,14,0.0,0.0
neutral_right_profile,intercanthal_biocular_ratio,12.0,14,0.0,0.0
neutral_right_profile,nose_mouth_width_ratio,12.0,14,0.0,0.0
neutral_right_profile,eye_spacing_ratio,12.0,14,0.0,0.0
neutral_right_profile,facial_thirds_ratio,10.0,14,0.0,0.0
neutral_right_profile,lip_vermilion_ratio,10.0,14,0.0,0.0
neutral_right_profile,facial_width_height_ratio,5.0,14,0.0,0.0
neutral_right_profile,jaw_cheekbone_ratio,8.0,14,0.0,0.0
neutral_right_profile,ocular_height_asymmetry,10.0,14,0.0,0.0
neutral_right_profile,mouth_corner_asymmetry,10.0,14,0.0,0.0
neutral_right_profile,canthal_tilt_asymmetry,10.0,14,0.0,0.0
neutral_right_profile,brow_apex_lateral_offset_l,8.0,14,0.0,0.0
neutral_right_profile,margin_reflex_distance_1_l,6.0,14,0.0,0.0
neutral_right_profile,margin_reflex_distance_2_l,6.0,14,0.0,0.0
neutral_right_profile,medial_canthal_angle_l,6.0,14,0.0,0.0
neutral_right_profile,brow_apex_lateral_offset_r,8.0,14,0.0,0.0
neutral_right_profile,margin_reflex_distance_1_r,6.0,14,0.0,0.0
neutral_right_profile,margin_reflex_distance_2_r,6.0,14,0.0,0.0
neutral_right_profile,medial_canthal_angle_r,6.0,14,0.0,0.0
neutral_right_profile,upper_vermilion_height,6.0,14,0.0,0.0
neutral_right_profile,lower_vermilion_height,6.0,14,0.0,0.0
neutral_right_profile,cupids_bow_peak_height_l,6.0,14,0.0,0.0
neutral_right_profile,cupids_bow_peak_height_r,6.0,14,0.0,0.0
neutral_right_profile,commissure_height_l,8.0,14,0.0,0.0
neutral_right_profile,commissure_height_r,8.0,14,0.0,0.0
neutral_right_profile,nasal_dorsal_deviation,4.0,14,0.0,0.0
neutral_right_profile,alar_base_intercanthal_ratio,12.0,14,0.0,0.0
smiling_left_3quarter,interpupillary_distance,8.0,102,0.0,0.0
smiling_left_3quarter,intercanthal_width,8.0,102,0.0,0.0
smiling_left_3quarter,biocular_width,8.0,102,0.0,0.0
smiling_left_3quarter,nose_breadth,8.0,102,0.0,0.0
smiling_left_3quarter,mouth_width,8.0,102,0.0,0.0
smiling_left_3quarter,philtrum_width,8.0,102,0.0,0.0
smiling_left_3quarter,bizygomatic_width,5.0,102,0.0,0.0
smiling_left_3quarter,bigonial_width,5.0,102,0.0,0.0
smiling_left_3quarter,nose_height,6.0,102,0.0,0.0
smiling_left_3quarter,face_height_sellion_menton,6.0,102,0.0,0.0
smiling_left_3quarter,philtrum_length,6.0,102,0.0,0.0
smiling_left_3quarter,upper_face_height,6.0,102,0.0,0.0
smiling_left_3quarter,middle_third_height,6.0,102,0.0,0.0
smiling_left_3quarter,lower_third_height,6.0,102,0.0,0.0
smiling_left_3quarter,palpebral_fissure_width_l,6.0,102,0.0,0.0
smiling_left_3quarter,palpebral_fissure_height_l,6.0,102,0.0,0.0
smiling_left_3quarter,canthal_tilt_l,3.0,102,0.0,0.0
smiling_left_3quarter,eye_aspect_ratio_l,8.0,102,0.0,0.0
smiling_left_3quarter,palpebral_fissure_width_r,6.0,102,0.0,0.0
smiling_left_3quarter,palpebral_fissure_height_r,6.0,102,0.0,0.0
smiling_left_3quarter,canthal_tilt_r,3.0,102,0.0,0.0
smiling_left_3quarter,eye_aspect_ratio_r,8.0,102,0.0,0.0
smiling_left_3quarter,intercanthal_biocular_ratio,12.0,102,0.0,0.0
smiling_left_3quarter,nose_mouth_width_ratio,12.0,102,0.0,0.0
smiling_left_3quarter,eye_spacing_ratio,12.0,102,0.0,0.0
smiling_left_3quarter,facial_thirds_ratio,10.0,102,0.0,0.0
smiling_left_3quarter,lip_vermilion_ratio,10.0,102,0.0,0.0
smiling_left_3quarter,facial_width_height_ratio,5.0,102,0.0,0.0
smiling_left_3quarter,jaw_cheekbone_ratio,8.0,102,0.0,0.0
smiling_left_3quarter,ocular_height_asymmetry,10.0,102,0.0,0.0
smiling_left_3quarter,mouth_corner_asymmetry,10.0,102,0.0,0.0
smiling_left_3quarter,canthal_tilt_asymmetry,10.0,102,0.0,0.0
smiling_left_3quarter,brow_apex_lateral_offset_l,8.0,102,0.0,0.0
smiling_left_3quarter,margin_reflex_distance_1_l,6.0,102,0.0,0.0
smiling_left_3quarter,margin_reflex_distance_2_l,6.0,102,0.0,0.0
smiling_left_3quarter,medial_canthal_angle_l,6.0,102,0.0,0.0
smiling_left_3quarter,brow_apex_lateral_offset_r,8.0,102,0.0,0.0
smiling_left_3quarter,margin_reflex_distance_1_r,6.0,102,0.0,0.0
smiling_left_3quarter,margin_reflex_distance_2_r,6.0,102,0.0,0.0
smiling_left_3quarter,medial_canthal_angle_r,6.0,102,0.0,0.0
smiling_left_3quarter,upper_vermilion_height,6.0,102,0.0,0.0
smiling_left_3quarter,lower_vermilion_height,6.0,102,0.0,0.0
smiling_left_3quarter,cupids_bow_peak_height_l,6.0,102,0.0,0.0
smiling_left_3quarter,cupids_bow_peak_height_r,6.0,102,0.0,0.0
smiling_left_3quarter,commissure_height_l,8.0,102,0.0,0.0
smiling_left_3quarter,commissure_height_r,8.0,102,0.0,0.0
smiling_left_3quarter,nasal_dorsal_deviation,4.0,102,0.0,0.0
smiling_left_3quarter,alar_base_intercanthal_ratio,12.0,102,0.0,0.0
