condition,id,axis,angle_deg,value,deviation
ortho_asym,margin_reflex_distance_2_r,roll,-30.0,4.7631397208144115,-0.13397459621556154
ortho_asym,margin_reflex_distance_2_r,roll,-27.5,4.878559582480217,-0.11298916682177872
ortho_asym,margin_reflex_distance_2_r,roll,-25.0,4.984692828701574,-0.09369221296335019
ortho_asym,margin_reflex_distance_2_r,roll,-22.5,5.081337428812076,-0.07612046748871344
ortho_asym,margin_reflex_distance_2_r,roll,-20.0,5.168309414322496,-0.060307379214091614
ortho_asym,margin_reflex_distance_2_r,roll,-17.5,5.245443229115248,-0.04628304925177302
ortho_asym,margin_reflex_distance_2_r,roll,-15.0,5.3125920445898736,-0.03407417371093208
ortho_asym,margin_reflex_distance_2_r,roll,-12.5,5.3696280391596325,-0.023703992880066818
ortho_asym,margin_reflex_distance_2_r,roll,-10.0,5.416442641567143,-0.015192246987792112
ortho_asym,margin_reflex_distance_2_r,roll,-7.5,5.4529467375559575,-0.008555138626189547
ortho_asym,margin_reflex_distance_2_r,roll,-5.0,5.479070839504601,-0.0038053019082543538
ortho_asym,margin_reflex_distance_2_r,roll,-2.5,5.49476521870022,-0.0009517784181418485
ortho_asym,margin_reflex_distance_2_r,roll,0.0,5.5,0.0
ortho_asym,margin_reflex_distance_2_r,roll,2.5,5.494765218700216,-0.0009517784181424945
ortho_asym,margin_reflex_distance_2_r,roll,5.0,5.4790708395045975,-0.003805301908255
ortho_asym,margin_reflex_distance_2_r,roll,7.5,5.452946737555955,-0.008555138626190032
ortho_asym,margin_reflex_distance_2_r,roll,10.0,5.416442641567144,-0.01519224698779195
ortho_asym,margin_reflex_distance_2_r,roll,12.5,5.3696280391596325,-0.023703992880066818
ortho_asym,margin_reflex_distance_2_r,roll,15.0,5.312592044589878,-0.03407417371093127
ortho_asym,margin_reflex_distance_2_r,roll,17.5,5.245443229115247,-0.04628304925177334
ortho_asym,margin_reflex_distance_2_r,roll,20.0,5.1683094143224935,-0.0603073792140921
ortho_asym,margin_reflex_distance_2_r,roll,22.5,5.081337428812078,-0.07612046748871312
ortho_asym,margin_reflex_distance_2_r,roll,25.0,4.984692828701576,-0.09369221296334987
ortho_asym,margin_reflex_distance_2_r,roll,27.5,4.878559582480221,-0.11298916682177808
ortho_asym,margin_reflex_distance_2_r,roll,30.0,4.763139720814415,-0.1339745962155609
ortho_asym,medial_canthal_angle_r,yaw,-30.0,42.12608991120063,3.9805763456079575
ortho_asym,medial_canthal_angle_r,yaw,-27.5,41.35420944807078,3.2086958824781107
ortho_asym,medial_canthal_angle_r,yaw,-25.0,40.677312437679745,2.531798872087073
ortho_asym,medial_canthal_angle_r,yaw,-22.5,40.08900621105994,1.9434926454672663
ortho_asym,medial_canthal_angle_r,yaw,-20.0,39.583896992783174,1.4383834271905016
ortho_asym,medial_canthal_angle_r,yaw,-17.5,39.15747221610198,1.0119586505093068
ortho_asym,medial_canthal_angle_r,yaw,-15.0,38.806005268498055,0.6604917029053823
ortho_asym,medial_canthal_angle_r,yaw,-12.5,38.526479041800926,0.38096547620825305
ortho_asym,medial_canthal_angle_r,yaw,-10.0,38.31652547210633,0.17101190651365528
ortho_asym,medial_canthal_angle_r,yaw,-7.5,38.17437890442515,0.028865338832474663
ortho_asym,medial_canthal_angle_r,yaw,-5.0,38.09884164640157,-0.04667191919110536
ortho_asym,medial_canthal_angle_r,yaw,-2.5,38.089260516110706,-0.056253049481966855
ortho_asym,medial_canthal_angle_r,yaw,0.0,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,yaw,2.5,38.26800649424875,0.12249292865607941
ortho_asym,medial_canthal_angle_r,yaw,5.0,38.457678570976384,0.3121650053837115
ortho_asym,medial_canthal_angle_r,yaw,7.5,38.7160181751634,0.570504609570726
ortho_asym,medial_canthal_angle_r,yaw,10.0,39.0450883572564,0.8995747916637242
ortho_asym,medial_canthal_angle_r,yaw,12.5,39.44756312178136,1.3020495561886847
ortho_asym,medial_canthal_angle_r,yaw,15.0,39.92677546161823,1.7812618960255548
ortho_asym,medial_canthal_angle_r,yaw,17.5,40.48677853465987,2.341264969067197
ortho_asym,medial_canthal_angle_r,yaw,20.0,41.13242178622527,2.9869082206326
ortho_asym,medial_canthal_angle_r,yaw,22.5,41.86944429737255,3.7239307317798804
ortho_asym,medial_canthal_angle_r,yaw,25.0,42.70458819638996,4.559074630797291
ortho_asym,medial_canthal_angle_r,yaw,27.5,43.64573562500406,5.500222059411385
ortho_asym,medial_canthal_angle_r,yaw,30.0,44.702073519214075,6.556559953621402
ortho_asym,medial_canthal_angle_r,pitch,-30.0,35.39390503294184,-2.7516085326508346
ortho_asym,medial_canthal_angle_r,pitch,-27.5,35.980452716744324,-2.1650608488483485
ortho_asym,medial_canthal_angle_r,pitch,-25.0,36.5029346267931,-1.6425789387995735
ortho_asym,medial_canthal_angle_r,pitch,-22.5,36.961007200443554,-1.1845063651491188
ortho_asym,medial_canthal_angle_r,pitch,-20.0,37.354368903460234,-0.7911446621324387
ortho_asym,medial_canthal_angle_r,pitch,-17.5,37.68275419772361,-0.4627593678690616
ortho_asym,medial_canthal_angle_r,pitch,-15.0,37.945928512353184,-0.19958505323948827
ortho_asym,medial_canthal_angle_r,pitch,-12.5,38.143684228204464,-0.0018293373882087849
ortho_asym,medial_canthal_angle_r,pitch,-10.0,38.27583768439889,0.13032411880621453
ortho_asym,medial_canthal_angle_r,pitch,-7.5,38.34222721570344,0.19671365011076603
ortho_asym,medial_canthal_angle_r,pitch,-5.0,38.34271223072805,0.19719866513537454
ortho_asym,medial_canthal_angle_r,pitch,-2.5,38.277173342603895,0.13165977701122245
ortho_asym,medial_canthal_angle_r,pitch,0.0,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,pitch,2.5,37.94766059251217,-0.19785297308050076
ortho_asym,medial_canthal_angle_r,pitch,5.0,37.683570168479136,-0.4619433971135365
ortho_asym,medial_canthal_angle_r,pitch,7.5,37.35323057579497,-0.7922829897977053
ortho_asym,medial_canthal_angle_r,pitch,10.0,36.956668242331446,-1.1888453232612264
ortho_asym,medial_canthal_angle_r,pitch,12.5,36.49395448099809,-1.651559084594581
ortho_asym,medial_canthal_angle_r,pitch,15.0,35.965213360254175,-2.180300205338497
ortho_asym,medial_canthal_angle_r,pitch,17.5,35.37063069463115,-2.7748828709615196
ortho_asym,medial_canthal_angle_r,pitch,20.0,34.710464129338035,-3.435049436254637
ortho_asym,medial_canthal_angle_r,pitch,22.5,33.98505427376088,-4.160459291831792
ortho_asym,medial_canthal_angle_r,pitch,25.0,33.19483681465778,-4.950676750934889
ortho_asym,medial_canthal_angle_r,pitch,27.5,32.34035551085842,-5.80515805473425
ortho_asym,medial_canthal_angle_r,pitch,30.0,31.42227593727318,-6.723237628319492
ortho_asym,medial_canthal_angle_r,roll,-30.0,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,-27.5,38.14551356559268,7.105427357601002e-15
ortho_asym,medial_canthal_angle_r,roll,-25.0,38.14551356559266,-1.4210854715202004e-14
ortho_asym,medial_canthal_angle_r,roll,-22.5,38.14551356559265,-2.1316282072803006e-14
ortho_asym,medial_canthal_angle_r,roll,-20.0,38.14551356559266,-1.4210854715202004e-14
ortho_asym,medial_canthal_angle_r,roll,-17.5,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,-15.0,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,-12.5,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,-10.0,38.145513565592665,-7.105427357601002e-15
ortho_asym,medial_canthal_angle_r,roll,-7.5,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,-5.0,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,-2.5,38.14551356559268,7.105427357601002e-15
ortho_asym,medial_canthal_angle_r,roll,0.0,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,2.5,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,5.0,38.14551356559266,-1.4210854715202004e-14
ortho_asym,medial_canthal_angle_r,roll,7.5,38.14551356559265,-2.1316282072803006e-14
ortho_asym,medial_canthal_angle_r,roll,10.0,38.145513565592665,-7.105427357601002e-15
ortho_asym,medial_canthal_angle_r,roll,12.5,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,15.0,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,17.5,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,20.0,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,22.5,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,25.0,38.14551356559267,0.0
ortho_asym,medial_canthal_angle_r,roll,27.5,38.14551356559268,7.105427357601002e-15
ortho_asym,medial_canthal_angle_r,roll,30.0,38.14551356559267,0.0
ortho_asym,upper_vermilion_height,yaw,-30.0,4.031128874149275,0.0077822185373186414
ortho_asym,upper_vermilion_height,yaw,-27.5,4.026563271801956,0.006640817950489097
ortho_asym,upper_vermilion_height,yaw,-25.0,4.02226381471389,0.005565953678472457
ortho_asym,upper_vermilion_height,yaw,-22.5,4.018264128875393,0.004566032218848326
ortho_asym,upper_vermilion_height,yaw,-20.0,4.014595593386775,0.0036488983466937963
ortho_asym,upper_vermilion_height,yaw,-17.5,4.011287072481288,0.002821768120321977
ortho_asym,upper_vermilion_height,yaw,-15.0,4.008364666308166,0.002091166577041559
ortho_asym,upper_vermilion_height,yaw,-12.5,4.005851483328067,0.0014628708320167938
ortho_asym,upper_vermilion_height,yaw,-10.0,4.003767437003185,0.000941859250796151
ortho_asym,upper_vermilion_height,yaw,-7.5,4.002129069239955,0.0005322673099887876
ortho_asym,upper_vermilion_height,yaw,-5.0,4.000949402766036,0.00023735069150898624
ortho_asym,upper_vermilion_height,yaw,-2.5,4.000237824299216,5.9456074803954095e-05
ortho_asym,upper_vermilion_height,yaw,0.0,4.0,0.0
ortho_asym,upper_vermilion_height,yaw,2.5,4.000237824299216,5.9456074803954095e-05
ortho_asym,upper_vermilion_height,yaw,5.0,4.000949402766036,0.00023735069150898624
ortho_asym,upper_vermilion_height,yaw,7.5,4.002129069239955,0.0005322673099887876
ortho_asym,upper_vermilion_height,yaw,10.0,4.003767437003185,0.000941859250796151
ortho_asym,upper_vermilion_height,yaw,12.5,4.005851483328067,0.0014628708320167938
ortho_asym,upper_vermilion_height,yaw,15.0,4.008364666308166,0.002091166577041559
ortho_asym,upper_vermilion_height,yaw,17.5,4.011287072481288,0.002821768120321977
ortho_asym,upper_vermilion_height,yaw,20.0,4.014595593386775,0.0036488983466937963
ortho_asym,upper_vermilion_height,yaw,22.5,4.018264128875393,0.004566032218848326
ortho_asym,upper_vermilion_height,yaw,25.0,4.02226381471389,0.005565953678472457
ortho_asym,upper_vermilion_height,yaw,27.5,4.026563271801956,0.006640817950489097
ortho_asym,upper_vermilion_height,yaw,30.0,4.031128874149275,0.0077822185373186414
ortho_asym,upper_vermilion_height,pitch,-30.0,3.96410161513775,-0.008974596215562514
ortho_asym,upper_vermilion_height,pitch,-27.5,4.00979194594791,0.002447986486977527
ortho_asym,upper_vermilion_height,pitch,-25.0,4.047849409887299,0.011962352471824644
ortho_asym,upper_vermilion_height,pitch,-22.5,4.078201562410236,0.01955039060255892
ortho_asym,upper_vermilion_height,pitch,-20.0,4.100790626469305,0.025197656617326203
ortho_asym,upper_vermilion_height,pitch,-17.5,4.115573602497186,0.02889340062429646
ortho_asym,upper_vermilion_height,pitch,-15.0,4.122522350258791,0.03063058756469772
ortho_asym,upper_vermilion_height,pitch,-12.5,4.1216236424178305,0.03040591060445763
ortho_asym,upper_vermilion_height,pitch,-10.0,4.1128791897157555,0.028219797428938875
ortho_asym,upper_vermilion_height,pitch,-7.5,4.0963056377152895,0.024076409428822387
ortho_asym,upper_vermilion_height,pitch,-5.0,4.071934535114622,0.017983633778655417
ortho_asym,upper_vermilion_height,pitch,-2.5,4.039812273692775,0.009953068423193656
ortho_asym,upper_vermilion_height,pitch,0.0,4.0,0.0
ortho_asym,upper_vermilion_height,pitch,2.5,3.9525734989620815,-0.011856625259479614
ortho_asym,upper_vermilion_height,pitch,5.0,3.8976230496193125,-0.025594237595171876
ortho_asym,upper_vermilion_height,pitch,7.5,3.8352532532751837,-0.041186686681204066
ortho_asym,upper_vermilion_height,pitch,10.0,3.7655828343819024,-0.05860429140452439
ortho_asym,upper_vermilion_height,pitch,12.5,3.688744414541631,-0.07781389636459224
ortho_asym,upper_vermilion_height,pitch,15.0,3.604884260053737,-0.09877893498656576
ortho_asym,upper_vermilion_height,pitch,17.5,3.51416200348865,-0.12145949912783749
ortho_asym,upper_vermilion_height,pitch,20.0,3.416750339817966,-0.14581241504550846
ortho_asym,upper_vermilion_height,pitch,22.5,3.312834697680046,-0.17179132557998855
ortho_asym,upper_vermilion_height,pitch,25.0,3.202612886405916,-0.199346778398521
ortho_asym,upper_vermilion_height,pitch,27.5,3.0862947194778485,-0.22842632013053787
ortho_asym,upper_vermilion_height,pitch,30.0,2.964101615137764,-0.25897459621555896
ortho_asym,upper_vermilion_height,roll,-30.0,3.999999999999996,-9.992007221626409e-16
ortho_asym,upper_vermilion_height,roll,-27.5,3.9999999999999933,-1.6653345369377348e-15
ortho_asym,upper_vermilion_height,roll,-25.0,3.999999999999997,-7.771561172376096e-16
ortho_asym,upper_vermilion_height,roll,-22.5,3.999999999999998,-5.551115123125783e-16
ortho_asym,upper_vermilion_height,roll,-20.0,4.000000000000002,4.440892098500626e-16
ortho_asym,upper_vermilion_height,roll,-17.5,4.000000000000013,3.3306690738754696e-15
ortho_asym,upper_vermilion_height,roll,-15.0,4.000000000000004,1.1102230246251565e-15
ortho_asym,upper_vermilion_height,roll,-12.5,4.000000000000004,1.1102230246251565e-15
ortho_asym,upper_vermilion_height,roll,-10.0,4.0000000000000036,8.881784197001252e-16
ortho_asym,upper_vermilion_height,roll,-7.5,4.000000000000002,4.440892098500626e-16
ortho_asym,upper_vermilion_height,roll,-5.0,4.000000000000013,3.3306690738754696e-15
ortho_asym,upper_vermilion_height,roll,-2.5,4.000000000000004,1.1102230246251565e-15
ortho_asym,upper_vermilion_height,roll,0.0,4.0,0.0
ortho_asym,upper_vermilion_height,roll,2.5,4.000000000000004,1.1102230246251565e-15
ortho_asym,upper_vermilion_height,roll,5.0,4.000000000000013,3.3306690738754696e-15
ortho_asym,upper_vermilion_height,roll,7.5,4.000000000000002,4.440892098500626e-16
ortho_asym,upper_vermilion_height,roll,10.0,4.0000000000000036,8.881784197001252e-16
ortho_asym,upper_vermilion_height,roll,12.5,4.000000000000004,1.1102230246251565e-15
ortho_asym,upper_vermilion_height,roll,15.0,4.000000000000004,1.1102230246251565e-15
ortho_asym,upper_vermilion_height,roll,17.5,4.000000000000013,3.3306690738754696e-15
ortho_asym,upper_vermilion_height,roll,20.0,4.000000000000002,4.440892098500626e-16
ortho_asym,upper_vermilion_height,roll,22.5,3.999999999999998,-5.551115123125783e-16
ortho_asym,upper_vermilion_height,roll,25.0,3.999999999999997,-7.771561172376096e-16
ortho_asym,upper_vermilion_height,roll,27.5,3.9999999999999933,-1.6653345369377348e-15
ortho_asym,upper_vermilion_height,roll,30.0,3.999999999999996,-9.992007221626409e-16
ortho_asym,lower_vermilion_height,yaw,-30.0,8.06225774829855,0.0077822185373186414
ortho_asym,lower_vermilion_height,yaw,-27.5,8.053126543603913,0.006640817950489097
ortho_asym,lower_vermilion_height,yaw,-25.0,8.04452762942778,0.005565953678472457
ortho_asym,lower_vermilion_height,yaw,-22.5,8.036528257750787,0.004566032218848326
ortho_asym,lower_vermilion_height,yaw,-20.0,8.02919118677355,0.0036488983466937963
ortho_asym,lower_vermilion_height,yaw,-17.5,8.022574144962576,0.002821768120321977
ortho_asym,lower_vermilion_height,yaw,-15.0,8.016729332616332,0.002091166577041559
ortho_asym,lower_vermilion_height,yaw,-12.5,8.011702966656134,0.0014628708320167938
ortho_asym,lower_vermilion_height,yaw,-10.0,8.00753487400637,0.000941859250796151
ortho_asym,lower_vermilion_height,yaw,-7.5,8.00425813847991,0.0005322673099887876
ortho_asym,lower_vermilion_height,yaw,-5.0,8.001898805532072,0.00023735069150898624
ortho_asym,lower_vermilion_height,yaw,-2.5,8.000475648598432,5.9456074803954095e-05
ortho_asym,lower_vermilion_height,yaw,0.0,8.0,0.0
ortho_asym,lower_vermilion_height,yaw,2.5,8.000475648598432,5.9456074803954095e-05
ortho_asym,lower_vermilion_height,yaw,5.0,8.001898805532072,0.00023735069150898624
ortho_asym,lower_vermilion_height,yaw,7.5,8.00425813847991,0.0005322673099887876
ortho_asym,lower_vermilion_height,yaw,10.0,8.00753487400637,0.000941859250796151
ortho_asym,lower_vermilion_height,yaw,12.5,8.011702966656134,0.0014628708320167938
ortho_asym,lower_vermilion_height,yaw,15.0,8.016729332616332,0.002091166577041559
ortho_asym,lower_vermilion_height,yaw,17.5,8.022574144962576,0.002821768120321977
ortho_asym,lower_vermilion_height,yaw,20.0,8.02919118677355,0.0036488983466937963
ortho_asym,lower_vermilion_height,yaw,22.5,8.036528257750787,0.004566032218848326
ortho_asym,lower_vermilion_height,yaw,25.0,8.04452762942778,0.005565953678472457
ortho_asym,lower_vermilion_height,yaw,27.5,8.053126543603913,0.006640817950489097
ortho_asym,lower_vermilion_height,yaw,30.0,8.06225774829855,0.0077822185373186414
ortho_asym,lower_vermilion_height,pitch,-30.0,7.928203230275514,-0.008974596215560737
ortho_asym,lower_vermilion_height,pitch,-27.5,8.019583891895849,0.0024479864869810797
ortho_asym,lower_vermilion_height,pitch,-25.0,8.09569881977459,0.011962352471823756
ortho_asym,lower_vermilion_height,pitch,-22.5,8.156403124820486,0.019550390602560697
ortho_asym,lower_vermilion_height,pitch,-20.0,8.201581252938595,0.025197656617324427
ortho_asym,lower_vermilion_height,pitch,-17.5,8.231147204994365,0.028893400624295573
ortho_asym,lower_vermilion_height,pitch,-15.0,8.245044700517596,0.030630587564699496
ortho_asym,lower_vermilion_height,pitch,-12.5,8.243247284835675,0.030405910604459407
ortho_asym,lower_vermilion_height,pitch,-10.0,8.225758379431525,0.02821979742894065
ortho_asym,lower_vermilion_height,pitch,-7.5,8.192611275430593,0.024076409428824164
ortho_asym,lower_vermilion_height,pitch,-5.0,8.1438690702293,0.017983633778662522
ortho_asym,lower_vermilion_height,pitch,-2.5,8.079624547385535,0.00995306842319188
ortho_asym,lower_vermilion_height,pitch,0.0,8.0,0.0
ortho_asym,lower_vermilion_height,pitch,2.5,7.9051469979241915,-0.011856625259476061
ortho_asym,lower_vermilion_height,pitch,5.0,7.795246099238653,-0.025594237595168323
ortho_asym,lower_vermilion_height,pitch,7.5,7.670506506550382,-0.04118668668120229
ortho_asym,lower_vermilion_height,pitch,10.0,7.531165668763805,-0.05860429140452439
ortho_asym,lower_vermilion_height,pitch,12.5,7.377488829083262,-0.07781389636459224
ortho_asym,lower_vermilion_height,pitch,15.0,7.209768520107517,-0.09877893498656043
ortho_asym,lower_vermilion_height,pitch,17.5,7.028324006977272,-0.12145949912784104
ortho_asym,lower_vermilion_height,pitch,20.0,6.833500679635918,-0.14581241504551024
ortho_asym,lower_vermilion_height,pitch,22.5,6.62566939536012,-0.171791325579985
ortho_asym,lower_vermilion_height,pitch,25.0,6.405225772811804,-0.19934677839852455
ortho_asym,lower_vermilion_height,pitch,27.5,6.172589438955711,-0.2284263201305361
ortho_asym,lower_vermilion_height,pitch,30.0,5.928203230275514,-0.25897459621556074
ortho_asym,lower_vermilion_height,roll,-30.0,8.000000000000016,1.9984014443252818e-15
ortho_asym,lower_vermilion_height,roll,-27.5,8.00000000000001,1.3322676295501878e-15
ortho_asym,lower_vermilion_height,roll,-25.0,8.000000000000005,6.661338147750939e-16
ortho_asym,lower_vermilion_height,roll,-22.5,8.000000000000007,8.881784197001252e-16
ortho_asym,lower_vermilion_height,roll,-20.0,8.000000000000004,4.440892098500626e-16
ortho_asym,lower_vermilion_height,roll,-17.5,7.999999999999999,-1.1102230246251565e-16
ortho_asym,lower_vermilion_height,roll,-15.0,7.999999999999996,-5.551115123125783e-16
ortho_asym,lower_vermilion_height,roll,-12.5,7.999999999999995,-6.661338147750939e-16
ortho_asym,lower_vermilion_height,roll,-10.0,7.999999999999993,-8.881784197001252e-16
ortho_asym,lower_vermilion_height,roll,-7.5,8.000000000000004,4.440892098500626e-16
ortho_asym,lower_vermilion_height,roll,-5.0,7.999999999999998,-2.220446049250313e-16
ortho_asym,lower_vermilion_height,roll,-2.5,7.999999999999994,-7.771561172376096e-16
ortho_asym,lower_vermilion_height,roll,0.0,8.0,0.0
ortho_asym,lower_vermilion_height,roll,2.5,7.999999999999994,-7.771561172376096e-16
ortho_asym,lower_vermilion_height,roll,5.0,7.999999999999998,-2.220446049250313e-16
ortho_asym,lower_vermilion_height,roll,7.5,8.000000000000004,4.440892098500626e-16
ortho_asym,lower_vermilion_height,roll,10.0,7.999999999999993,-8.881784197001252e-16
ortho_asym,lower_vermilion_height,roll,12.5,7.999999999999995,-6.661338147750939e-16
ortho_asym,lower_vermilion_height,roll,15.0,7.999999999999996,-5.551115123125783e-16
ortho_asym,lower_vermilion_height,roll,17.5,7.999999999999999,-1.1102230246251565e-16
ortho_asym,lower_vermilion_height,roll,20.0,8.000000000000004,4.440892098500626e-16
ortho_asym,lower_vermilion_height,roll,22.5,8.000000000000007,8.881784197001252e-16
ortho_asym,lower_vermilion_height,roll,25.0,8.000000000000005,6.661338147750939e-16
ortho_asym,lower_vermilion_height,roll,27.5,8.00000000000001,1.3322676295501878e-15
ortho_asym,lower_vermilion_height,roll,30.0,8.000000000000016,1.9984014443252818e-15
ortho_asym,cupids_bow_peak_height_l,yaw,-30.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-27.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-25.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-22.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-20.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-17.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-15.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-12.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-10.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-7.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-5.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,-2.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,0.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,2.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,5.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,7.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,10.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,12.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,15.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,17.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,20.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,22.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,25.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,27.5,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,yaw,30.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,pitch,-30.0,-1.6528389385702624,-2.1018926257135084
ortho_asym,cupids_bow_peak_height_l,pitch,-27.5,-1.3955992787492804,-1.930399519166187
ortho_asym,cupids_bow_peak_height_l,pitch,-25.0,-1.135686319226032,-1.7571242128173548
ortho_asym,cupids_bow_peak_height_l,pitch,-22.5,-0.8735958302997275,-1.5823972201998184
ortho_asym,cupids_bow_peak_height_l,pitch,-20.0,-0.6098279960072688,-1.4065519973381793
ortho_asym,cupids_bow_peak_height_l,pitch,-17.5,-0.3448864401123899,-1.22992429340826
ortho_asym,cupids_bow_peak_height_l,pitch,-15.0,-0.0792772413093985,-1.0528514942062657
ortho_asym,cupids_bow_peak_height_l,pitch,-12.5,0.18649206003706809,-0.8756719599752879
ortho_asym,cupids_bow_peak_height_l,pitch,-10.0,0.45191346121333,-0.6987243591911133
ortho_asym,cupids_bow_peak_height_l,pitch,-7.5,0.7164795000674928,-0.5223469999550048
ortho_asym,cupids_bow_peak_height_l,pitch,-5.0,0.9796842589844559,-0.3468771606770294
ortho_asym,cupids_bow_peak_height_l,pitch,-2.5,1.241024367361696,-0.17265042175886927
ortho_asym,cupids_bow_peak_height_l,pitch,0.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,pitch,2.5,1.7561158688174743,0.17074391254498286
ortho_asym,cupids_bow_peak_height_l,pitch,5.0,2.0088822053071382,0.3392548035380922
ortho_asym,cupids_bow_peak_height_l,pitch,7.5,2.257815731186156,0.5052104874574374
ortho_asym,cupids_bow_peak_height_l,pitch,10.0,2.5024406147296787,0.6682937431531192
ortho_asym,cupids_bow_peak_height_l,pitch,12.5,2.7422894103439006,0.828192940229267
ortho_asym,cupids_bow_peak_height_l,pitch,15.0,2.976903979008682,0.9846026526724548
ortho_asym,cupids_bow_peak_height_l,pitch,17.5,3.205836387312175,1.1372242582081167
ortho_asym,cupids_bow_peak_height_l,pitch,20.0,3.42864978290406,1.28576652193604
ortho_asym,cupids_bow_peak_height_l,pitch,22.5,3.6449192443099605,1.429946162873307
ortho_asym,cupids_bow_peak_height_l,pitch,25.0,3.8542326031785734,1.569488402119049
ortho_asym,cupids_bow_peak_height_l,pitch,27.5,4.056191237167582,1.7041274914450544
ortho_asym,cupids_bow_peak_height_l,pitch,30.0,4.250410831818826,1.8336072212125505
ortho_asym,cupids_bow_peak_height_l,roll,-30.0,1.299038105676651,-0.13397459621556607
ortho_asym,cupids_bow_peak_height_l,roll,-27.5,1.330516249767328,-0.11298916682178135
ortho_asym,cupids_bow_peak_height_l,roll,-25.0,1.359461680554972,-0.09369221296335202
ortho_asym,cupids_bow_peak_height_l,roll,-22.5,1.3858192987669256,-0.0761204674887163
ortho_asym,cupids_bow_peak_height_l,roll,-20.0,1.409538931178858,-0.06030737921409468
ortho_asym,cupids_bow_peak_height_l,roll,-17.5,1.4305754261223314,-0.0462830492517791
ortho_asym,cupids_bow_peak_height_l,roll,-15.0,1.448888739433599,-0.03407417371093402
ortho_asym,cupids_bow_peak_height_l,roll,-12.5,1.4644440106798982,-0.023703992880067897
ortho_asym,cupids_bow_peak_height_l,roll,-10.0,1.4772116295183153,-0.015192246987789796
ortho_asym,cupids_bow_peak_height_l,roll,-7.5,1.4871672920607253,-0.008555138626183142
ortho_asym,cupids_bow_peak_height_l,roll,-5.0,1.4942920471376127,-0.0038053019082582296
ortho_asym,cupids_bow_peak_height_l,roll,-2.5,1.4985723323727953,-0.0009517784181364656
ortho_asym,cupids_bow_peak_height_l,roll,0.0,1.5,0.0
ortho_asym,cupids_bow_peak_height_l,roll,2.5,1.498572332372781,-0.0009517784181459396
ortho_asym,cupids_bow_peak_height_l,roll,5.0,1.4942920471375984,-0.0038053019082677033
ortho_asym,cupids_bow_peak_height_l,roll,7.5,1.487167292060711,-0.008555138626192615
ortho_asym,cupids_bow_peak_height_l,roll,10.0,1.4772116295183082,-0.015192246987794533
ortho_asym,cupids_bow_peak_height_l,roll,12.5,1.4644440106798982,-0.023703992880067897
ortho_asym,cupids_bow_peak_height_l,roll,15.0,1.4488887394336132,-0.03407417371092455
ortho_asym,cupids_bow_peak_height_l,roll,17.5,1.4305754261223242,-0.04628304925178384
